ngo_id,ngo_name,email,location,specializations,capacity,current_load
373,NGO_373,ngo373@example.com,Coimbatore,Disaster Relief,52,15
374,NGO_374,ngo374@example.com,Chennai,"Food,Community Development,Healthcare",44,22
375,NGO_375,ngo375@example.com,Coimbatore,"Education,Food,Community Development",73,3
376,NGO_376,ngo376@example.com,Bangalore,"Food,Healthcare,Education",50,12
377,NGO_377,ngo377@example.com,Coimbatore,Clothing,73,17
378,NGO_378,ngo378@example.com,Chennai,"Community Development,Food",64,11
379,NGO_379,ngo379@example.com,Trichy,"Education,Disaster Relief,Food",36,10
380,NGO_380,ngo380@example.com,Trichy,"Healthcare,Food,Community Development",48,23
381,NGO_381,ngo381@example.com,Coimbatore,"Food,Disaster Relief,Education",72,18
382,NGO_382,ngo382@example.com,Chennai,"Healthcare,Community Development",64,24
383,NGO_383,ngo383@example.com,Bangalore,"Healthcare,Community Development,Education",76,24
384,NGO_384,ngo384@example.com,Coimbatore,Disaster Relief,34,19
385,NGO_385,ngo385@example.com,Trichy,Education,60,18
386,NGO_386,ngo386@example.com,Bangalore,"Clothing,Education",72,8
387,NGO_387,ngo387@example.com,Chennai,Disaster Relief,77,0
388,NGO_388,ngo388@example.com,Trichy,Food,60,4
389,NGO_389,ngo389@example.com,Trichy,"Disaster Relief,Community Development",31,25
390,NGO_390,ngo390@example.com,Madurai,"Disaster Relief,Clothing,Healthcare",42,24
391,NGO_391,ngo391@example.com,Chennai,"Education,Healthcare,Community Development",55,24
392,NGO_392,ngo392@example.com,Chennai,"Food,Community Development",63,12
393,NGO_393,ngo393@example.com,Bangalore,"Healthcare,Clothing,Disaster Relief",53,19
394,NGO_394,ngo394@example.com,Bangalore,Education,72,0
395,NGO_395,ngo395@example.com,Bangalore,Clothing,34,1
396,NGO_396,ngo396@example.com,Trichy,"Food,Disaster Relief,Community Development",40,15
397,NGO_397,ngo397@example.com,Bangalore,"Healthcare,Disaster Relief,Education",37,4
398,NGO_398,ngo398@example.com,Bangalore,"Healthcare,Food",50,14
399,NGO_399,ngo399@example.com,Coimbatore,"Community Development,Food,Healthcare",57,10
400,NGO_400,ngo400@example.com,Bangalore,"Food,Education",42,17
401,NGO_401,ngo401@example.com,Madurai,Food,67,18
402,NGO_402,ngo402@example.com,Coimbatore,Community Development,58,14
403,NGO_403,ngo403@example.com,Coimbatore,"Disaster Relief,Healthcare,Community Development",47,2
404,NGO_404,ngo404@example.com,Trichy,"Education,Healthcare,Disaster Relief",40,7
405,NGO_405,ngo405@example.com,Trichy,"Clothing,Food,Community Development",60,13
406,NGO_406,ngo406@example.com,Trichy,"Disaster Relief,Healthcare",68,7
407,NGO_407,ngo407@example.com,Trichy,"Healthcare,Food,Clothing",66,7
408,NGO_408,ngo408@example.com,Chennai,"Food,Community Development,Disaster Relief",80,16
409,NGO_409,ngo409@example.com,Bangalore,Healthcare,39,4
410,NGO_410,ngo410@example.com,Madurai,"Clothing,Healthcare",40,22
411,NGO_411,ngo411@example.com,Coimbatore,"Community Development,Education,Disaster Relief",56,4
412,NGO_412,ngo412@example.com,Chennai,Food,54,18
413,NGO_413,ngo413@example.com,Bangalore,Clothing,50,22
414,NGO_414,ngo414@example.com,Trichy,"Clothing,Food,Healthcare",39,9
415,NGO_415,ngo415@example.com,Trichy,"Food,Education",37,15
416,NGO_416,ngo416@example.com,Chennai,"Food,Community Development",58,6
417,NGO_417,ngo417@example.com,Chennai,"Clothing,Community Development,Food",73,12
418,NGO_418,ngo418@example.com,Chennai,Education,47,8
419,NGO_419,ngo419@example.com,Chennai,Healthcare,46,19
420,NGO_420,ngo420@example.com,Madurai,"Disaster Relief,Education",37,9
421,NGO_421,ngo421@example.com,Chennai,"Community Development,Education,Clothing",65,7
422,NGO_422,ngo422@example.com,Trichy,"Community Development,Clothing",72,4
423,NGO_423,ngo423@example.com,Chennai,"Food,Education",31,13
424,NGO_424,ngo424@example.com,Coimbatore,"Community Development,Food",55,16
425,NGO_425,ngo425@example.com,Coimbatore,Food,72,23
426,NGO_426,ngo426@example.com,Bangalore,Healthcare,59,8
427,NGO_427,ngo427@example.com,Trichy,Community Development,30,0
428,NGO_428,ngo428@example.com,Madurai,"Education,Healthcare,Disaster Relief",72,20
429,NGO_429,ngo429@example.com,Bangalore,Food,60,20
430,NGO_430,ngo430@example.com,Coimbatore,"Healthcare,Community Development,Education",47,0
431,NGO_431,ngo431@example.com,Chennai,"Clothing,Disaster Relief",35,10
432,NGO_432,ngo432@example.com,Bangalore,"Education,Healthcare,Community Development",50,4
433,NGO_433,ngo433@example.com,Madurai,"Community Development,Food,Clothing",54,7
434,NGO_434,ngo434@example.com,Bangalore,"Education,Clothing",71,16
435,NGO_435,ngo435@example.com,Trichy,Disaster Relief,65,7
436,NGO_436,ngo436@example.com,Coimbatore,"Clothing,Community Development",53,11
437,NGO_437,ngo437@example.com,Coimbatore,"Food,Healthcare",50,9
438,NGO_438,ngo438@example.com,Trichy,Clothing,34,1
439,NGO_439,ngo439@example.com,Madurai,"Community Development,Food",65,0
440,NGO_440,ngo440@example.com,Bangalore,"Disaster Relief,Food",62,14
441,NGO_441,ngo441@example.com,Trichy,"Disaster Relief,Education",43,0
442,NGO_442,ngo442@example.com,Bangalore,"Clothing,Education",65,8
443,NGO_443,ngo443@example.com,Trichy,Disaster Relief,39,15
444,NGO_444,ngo444@example.com,Bangalore,Education,78,7
445,NGO_445,ngo445@example.com,Madurai,Clothing,53,17
446,NGO_446,ngo446@example.com,Madurai,"Clothing,Education",71,5
447,NGO_447,ngo447@example.com,Trichy,"Community Development,Education",53,22
448,NGO_448,ngo448@example.com,Chennai,"Clothing,Healthcare",35,25
449,NGO_449,ngo449@example.com,Bangalore,"Food,Education,Healthcare",72,6
450,NGO_450,ngo450@example.com,Coimbatore,Food,73,24
451,NGO_451,ngo451@example.com,Trichy,Healthcare,74,10
452,NGO_452,ngo452@example.com,Coimbatore,Healthcare,73,16
453,NGO_453,ngo453@example.com,Bangalore,"Community Development,Clothing,Food",76,10
454,NGO_454,ngo454@example.com,Coimbatore,"Community Development,Clothing,Disaster Relief",74,22
455,NGO_455,ngo455@example.com,Chennai,"Education,Clothing,Community Development",50,24
456,NGO_456,ngo456@example.com,Coimbatore,"Education,Food",75,25
457,NGO_457,ngo457@example.com,Chennai,"Disaster Relief,Clothing,Community Development",58,15
458,NGO_458,ngo458@example.com,Trichy,Community Development,33,14
459,NGO_459,ngo459@example.com,Chennai,"Healthcare,Disaster Relief,Clothing",37,9
460,NGO_460,ngo460@example.com,Bangalore,"Healthcare,Disaster Relief",31,6
461,NGO_461,ngo461@example.com,Coimbatore,Healthcare,31,13
462,NGO_462,ngo462@example.com,Madurai,"Disaster Relief,Education,Healthcare",44,23
463,NGO_463,ngo463@example.com,Trichy,"Food,Education,Community Development",79,8
464,NGO_464,ngo464@example.com,Bangalore,"Clothing,Community Development",44,18
465,NGO_465,ngo465@example.com,Chennai,"Education,Clothing,Community Development",55,17
466,NGO_466,ngo466@example.com,Coimbatore,"Food,Healthcare",37,21
467,NGO_467,ngo467@example.com,Coimbatore,"Clothing,Food",55,3
468,NGO_468,ngo468@example.com,Chennai,Healthcare,78,2
469,NGO_469,ngo469@example.com,Madurai,"Food,Community Development,Clothing",79,3
470,NGO_470,ngo470@example.com,Trichy,"Education,Healthcare",69,25
471,NGO_471,ngo471@example.com,Coimbatore,"Disaster Relief,Healthcare,Food",52,2
472,NGO_472,ngo472@example.com,Bangalore,"Disaster Relief,Clothing",44,21
473,NGO_473,ngo473@example.com,Trichy,"Food,Education",33,0
474,NGO_474,ngo474@example.com,Bangalore,Disaster Relief,31,3
475,NGO_475,ngo475@example.com,Chennai,"Disaster Relief,Clothing,Community Development",63,11
476,NGO_476,ngo476@example.com,Chennai,Disaster Relief,61,11
477,NGO_477,ngo477@example.com,Madurai,Disaster Relief,43,0
478,NGO_478,ngo478@example.com,Madurai,Food,78,18
479,NGO_479,ngo479@example.com,Chennai,Disaster Relief,41,19
480,NGO_480,ngo480@example.com,Coimbatore,"Healthcare,Education,Community Development",40,3
481,NGO_481,ngo481@example.com,Madurai,Education,73,23
482,NGO_482,ngo482@example.com,Madurai,"Healthcare,Food,Education",77,19
483,NGO_483,ngo483@example.com,Coimbatore,"Disaster Relief,Community Development,Clothing",52,20
484,NGO_484,ngo484@example.com,Coimbatore,"Education,Clothing,Community Development",37,10
485,NGO_485,ngo485@example.com,Chennai,"Community Development,Education",80,3
486,NGO_486,ngo486@example.com,Madurai,Community Development,69,0
487,NGO_487,ngo487@example.com,Bangalore,"Healthcare,Clothing",77,5
488,NGO_488,ngo488@example.com,Madurai,"Food,Community Development,Education",40,4
489,NGO_489,ngo489@example.com,Madurai,Healthcare,61,12
490,NGO_490,ngo490@example.com,Trichy,"Disaster Relief,Education,Community Development",80,14
491,NGO_491,ngo491@example.com,Bangalore,"Food,Healthcare,Education",53,24
492,NGO_492,ngo492@example.com,Trichy,"Clothing,Food,Education",67,10
493,NGO_493,ngo493@example.com,Trichy,"Disaster Relief,Community Development",70,20
494,NGO_494,ngo494@example.com,Trichy,"Education,Food,Community Development",38,18
495,NGO_495,ngo495@example.com,Trichy,"Food,Disaster Relief",45,19
496,NGO_496,ngo496@example.com,Coimbatore,"Food,Education",55,22
497,NGO_497,ngo497@example.com,Bangalore,Disaster Relief,74,24
498,NGO_498,ngo498@example.com,Trichy,"Education,Disaster Relief,Clothing",45,8
499,NGO_499,ngo499@example.com,Trichy,Community Development,68,9
500,NGO_500,ngo500@example.com,Madurai,"Education,Disaster Relief",64,1
