interaction_id,contribution_id,ngo_id,accepted,response_time,success
1106,1224,28,1,9,0
1107,804,80,1,10,0
1108,650,162,0,5,0
1109,1269,144,0,26,1
1110,1655,297,0,32,0
1111,107,442,0,9,1
1112,1432,140,0,21,1
1113,665,342,1,2,0
1114,195,353,1,3,0
1115,28,253,0,3,1
1116,210,178,1,44,0
1117,944,494,0,3,0
1118,713,87,0,2,0
1119,743,236,0,26,1
1120,226,204,0,24,1
1121,1567,238,1,31,1
1122,1,100,0,44,1
1123,992,108,1,2,1
1124,1493,195,0,30,0
1125,1650,63,0,47,1
1126,703,9,0,33,0
1127,327,309,0,40,0
1128,311,236,1,48,1
1129,781,448,1,39,1
1130,86,440,1,7,0
1131,69,160,1,18,0
1132,201,30,1,33,1
1133,1173,194,0,24,1
1134,1703,4,0,8,1
1135,54,297,0,29,0
1136,167,407,1,38,1
1137,782,384,0,18,1
1138,495,453,0,5,1
1139,799,213,0,42,0
1140,1090,244,0,39,1
1141,1507,489,0,34,1
1142,1629,147,0,34,0
1143,191,384,0,36,0
1144,1410,263,1,6,0
1145,1706,180,0,40,1
1146,1942,258,1,21,0
1147,750,105,0,40,0
1148,225,344,0,3,1
1149,340,367,0,5,0
1150,171,406,1,46,1
1151,700,127,0,5,1
1152,210,355,1,16,0
1153,291,375,0,16,0
1154,335,231,0,8,1
1155,805,28,0,6,0
1156,373,184,1,23,0
1157,1455,441,0,1,0
1158,1004,369,1,7,1
1159,1110,191,0,6,0
1160,1141,384,1,16,0
1161,94,149,1,5,0
1162,152,476,1,47,0
1163,1693,441,0,40,1
1164,1907,74,1,14,1
1165,1332,286,1,39,0
1166,875,204,0,13,1
1167,139,412,0,36,1
1168,247,114,1,37,1
1169,1722,351,0,23,1
1170,1168,61,0,30,0
1171,462,7,1,4,0
1172,1461,228,0,46,0
1173,504,487,1,45,0
1174,1632,38,1,3,1
1175,964,307,0,1,0
1176,373,122,1,15,1
1177,473,342,0,29,0
1178,898,9,0,3,1
1179,1996,400,0,20,1
1180,1109,10,0,5,0
1181,707,279,1,10,1
1182,551,483,0,11,1
1183,135,295,0,41,1
1184,348,340,0,14,1
1185,1470,355,0,26,1
1186,21,239,0,30,1
1187,1103,387,0,21,0
1188,727,221,0,28,0
1189,806,217,1,3,1
1190,1512,332,0,22,0
1191,1104,391,1,8,0
1192,1894,347,1,17,0
1193,1459,288,0,24,1
1194,782,481,1,3,0
1195,1788,89,1,15,0
1196,2,267,0,43,1
1197,842,78,1,27,0
1198,1377,181,0,37,0
1199,1213,160,1,1,0
1200,397,91,0,43,0
1201,1256,107,0,38,1
1202,1908,329,1,29,0
1203,1386,59,0,5,1
1204,617,129,1,36,1
1205,1198,217,0,30,0
1206,1481,227,1,13,0
1207,1982,284,0,7,1
1208,443,317,0,21,1
1209,1432,183,0,12,1
1210,1505,93,1,35,0
1211,251,484,0,8,1
1212,903,180,1,32,0
1213,923,6,0,13,0
1214,221,293,0,9,0
1215,425,208,0,5,1
1216,843,428,0,25,0
1217,919,139,0,4,1
1218,211,284,1,25,1
1219,204,266,1,32,1
1220,819,482,1,47,1
1221,676,15,1,11,1
1222,249,109,1,4,0
1223,788,255,1,16,1
1224,70,404,0,42,0
1225,1053,320,1,22,1
1226,865,308,1,45,0
1227,900,419,0,25,1
1228,1554,92,0,39,0
1229,58,168,0,48,0
1230,198,98,0,48,0
1231,51,210,1,34,1
1232,1415,480,1,11,0
1233,1747,195,1,8,1
1234,319,399,1,42,1
1235,832,312,0,12,1
1236,1942,421,0,4,1
1237,990,295,1,43,0
1238,138,463,0,9,0
1239,1776,292,0,40,1
1240,1520,388,0,6,1
1241,1853,480,1,31,0
1242,1850,259,0,13,0
1243,998,435,1,15,1
1244,420,43,0,47,1
1245,852,261,0,46,1
1246,982,223,1,2,1
1247,1908,301,0,5,1
1248,1687,262,1,5,1
1249,916,381,0,19,0
1250,1077,285,0,47,0
1251,330,460,0,38,0
1252,1947,78,1,3,1
1253,257,70,1,12,0
1254,1732,134,1,42,0
1255,1274,64,1,27,1
1256,1982,53,0,30,1
1257,1608,111,1,19,0
1258,697,27,0,15,1
1259,1724,451,1,34,0
1260,156,69,0,19,1
1261,291,100,1,15,1
1262,1416,484,0,36,0
1263,248,333,1,20,1
1264,1449,112,0,7,0
1265,549,83,1,16,1
1266,176,28,0,43,1
1267,1946,450,0,6,0
1268,1708,405,0,42,1
1269,1912,55,1,28,1
1270,1229,481,0,30,1
1271,1251,342,0,21,0
1272,678,105,0,5,0
1273,593,266,1,1,0
1274,659,127,1,42,0
1275,835,85,0,7,0
1276,1076,331,1,27,0
1277,1820,388,0,1,1
1278,601,198,1,2,0
1279,1253,4,0,44,0
1280,1209,26,0,11,0
1281,844,207,1,37,0
1282,283,183,0,48,1
1283,129,123,0,28,1
1284,1332,1,0,30,0
1285,1615,197,1,2,0
1286,1747,3,1,30,1
1287,551,66,1,22,1
1288,1001,15,0,12,1
1289,866,322,1,17,1
1290,446,81,1,38,1
1291,544,50,1,6,1
1292,1176,93,0,46,0
1293,542,395,0,16,0
1294,801,431,0,46,0
1295,623,318,0,22,0
1296,1249,476,1,34,1
1297,964,432,0,43,1
1298,409,345,0,8,0
1299,396,497,1,22,0
1300,14,326,1,48,1
1301,932,186,0,18,0
1302,102,332,1,34,0
1303,1118,314,0,32,1
1304,916,7,1,17,1
1305,78,345,1,26,0
1306,366,466,1,39,1
1307,1337,138,1,39,0
1308,1,308,0,3,1
1309,1406,439,0,25,1
1310,889,415,1,44,1
1311,1847,1,1,41,0
1312,1217,130,1,10,1
1313,1596,419,1,11,0
1314,1605,348,1,12,0
1315,342,292,1,24,1
1316,100,45,0,25,0
1317,802,271,0,20,0
1318,281,443,1,24,0
1319,504,417,1,26,0
1320,1336,302,1,13,1
1321,1417,26,0,35,1
1322,1961,251,1,13,1
1323,1832,212,0,33,1
1324,1598,466,1,43,0
1325,1224,21,0,33,0
1326,1650,267,0,1,0
1327,1785,324,1,21,0
1328,39,144,1,7,0
1329,516,152,1,28,0
1330,990,457,1,42,1
1331,1032,385,0,2,0
1332,682,447,0,21,0
1333,1357,233,0,7,0
1334,896,385,1,40,1
1335,1804,17,1,5,1
1336,104,306,1,14,1
1337,986,117,1,14,0
1338,447,128,1,28,0
1339,810,246,1,48,1
1340,1023,356,1,15,0
1341,1076,140,1,6,0
1342,1098,68,1,2,0
1343,1688,29,0,11,1
1344,434,110,1,2,1
1345,489,385,0,29,0
1346,1650,362,0,27,0
1347,328,65,0,3,0
1348,1603,409,0,48,1
1349,1082,278,0,18,1
1350,1640,262,1,25,1
1351,1695,335,1,16,0
1352,177,51,1,36,1
1353,1616,474,1,33,0
1354,1681,206,0,31,0
1355,916,98,1,28,0
1356,746,309,0,29,1
1357,59,221,1,25,1
1358,46,288,1,42,1
1359,1702,330,0,42,1
1360,935,4,0,17,1
1361,983,332,0,41,0
1362,1003,402,1,38,0
1363,796,145,0,36,1
1364,1635,17,0,14,1
1365,1388,107,1,17,1
1366,1435,152,1,40,1
1367,1553,178,1,35,0
1368,1329,240,1,21,1
1369,326,396,0,24,1
1370,1677,236,0,33,0
1371,1634,354,1,39,1
1372,1292,237,1,45,1
1373,1263,484,0,7,1
1374,80,201,1,36,0
1375,267,425,0,18,0
1376,740,146,1,34,0
1377,1574,226,1,31,1
1378,1464,467,1,1,1
1379,981,454,0,44,0
1380,952,257,1,38,0
1381,980,495,0,3,1
1382,84,155,1,9,0
1383,1053,203,0,35,1
1384,1899,401,1,14,1
1385,645,94,0,2,0
1386,1010,36,1,26,1
1387,1291,209,1,17,0
1388,1307,286,0,12,0
1389,247,93,1,24,0
1390,233,450,1,44,0
1391,441,233,0,34,0
1392,481,361,0,31,1
1393,724,449,1,9,1
1394,492,110,0,27,1
1395,1958,192,0,35,1
1396,694,127,0,2,0
1397,906,277,1,45,1
1398,1073,12,0,29,1
1399,911,455,0,43,0
1400,1055,131,1,34,0
1401,134,333,1,9,0
1402,193,282,1,7,0
1403,229,341,1,22,1
1404,1757,199,0,44,1
1405,1622,435,0,31,0
1406,1834,419,0,27,1
1407,277,307,0,24,0
1408,1377,40,1,29,0
1409,81,476,0,19,0
1410,1395,304,0,41,1
1411,152,492,0,25,1
1412,1348,465,1,35,0
1413,1924,462,0,20,1
1414,1506,312,0,39,0
1415,341,220,0,34,0
1416,838,406,1,42,1
1417,887,269,0,33,1
1418,674,476,1,30,1
1419,53,89,0,10,0
1420,1137,332,1,30,0
1421,1403,101,1,46,1
1422,1530,325,1,9,1
1423,233,240,0,47,1
1424,1060,263,0,36,0
1425,153,253,0,15,1
1426,1176,497,1,48,1
1427,1626,408,0,41,0
1428,809,248,0,43,0
1429,1655,198,0,6,1
1430,966,437,0,28,0
1431,1928,341,0,17,0
1432,144,448,0,47,1
1433,1804,276,1,45,0
1434,978,24,0,39,1
1435,100,375,0,45,1
1436,1837,324,1,31,0
1437,976,234,0,11,0
1438,1537,238,1,25,1
1439,1017,129,0,38,1
1440,1984,388,0,21,1
1441,109,205,0,18,0
1442,738,491,0,8,0
1443,1487,43,1,32,0
1444,1023,452,0,13,1
1445,559,63,1,3,0
1446,1426,115,0,45,0
1447,383,201,1,16,0
1448,932,306,0,17,1
1449,1159,306,0,23,1
1450,779,378,0,8,1
1451,981,493,0,12,0
1452,1020,234,1,20,0
1453,1792,170,0,47,0
1454,1638,494,0,1,0
1455,14,179,1,22,1
1456,1844,465,1,29,0
1457,811,3,1,18,0
1458,1796,480,0,13,1
1459,1884,283,0,12,0
1460,1995,208,0,42,1
1461,1044,59,1,33,0
1462,1646,414,1,2,1
1463,1473,407,0,20,0
1464,1446,25,0,45,0
1465,765,16,1,2,1
1466,1706,428,0,13,1
1467,1523,308,1,46,0
1468,1929,385,0,9,0
1469,147,317,1,48,1
1470,1217,292,0,21,1
1471,1436,176,0,13,0
1472,808,429,0,34,0
1473,527,52,0,17,1
1474,176,204,0,41,1
1475,1218,110,0,12,1
1476,1903,9,1,2,0
1477,1110,42,0,19,0
1478,1033,449,0,28,1
1479,485,69,0,20,0
1480,449,345,0,5,1
1481,1031,486,0,41,0
1482,51,70,1,31,1
1483,1288,88,0,40,0
1484,1868,10,1,2,0
1485,1783,353,0,18,1
1486,1040,343,1,20,0
1487,944,293,0,23,1
1488,1304,223,0,45,0
1489,185,159,0,25,1
1490,866,450,0,36,1
1491,1436,131,1,15,0
1492,1934,102,0,3,1
1493,106,148,0,31,1
1494,404,395,1,20,1
1495,1144,368,1,28,0
1496,274,8,0,42,0
1497,1864,496,0,19,0
1498,1871,219,1,1,0
1499,484,11,1,8,1
1500,531,493,0,41,0
1501,114,19,1,32,1
1502,1524,226,1,25,1
1503,667,54,0,36,1
1504,400,251,1,9,1
1505,1846,427,0,3,0
1506,1072,458,0,40,0
1507,929,184,0,34,1
1508,130,280,1,5,1
1509,1842,379,0,28,0
1510,747,123,0,13,1
1511,1865,456,1,45,0
1512,1981,320,0,1,1
1513,79,239,1,30,0
1514,1863,475,1,4,1
1515,727,94,1,23,0
1516,1981,276,0,16,0
1517,710,203,0,6,1
1518,1304,1,0,23,0
1519,43,246,1,18,1
1520,694,477,0,19,1
1521,473,181,1,27,0
1522,1297,468,1,6,0
1523,1672,254,1,38,1
1524,1542,113,0,29,1
1525,521,493,1,7,0
1526,993,407,1,29,0
1527,1796,214,0,34,1
1528,1995,5,0,17,1
1529,1209,64,0,3,0
1530,614,336,0,15,1
1531,1853,434,1,25,1
1532,1896,355,0,37,0
1533,408,491,0,34,0
1534,1401,198,0,13,1
1535,1456,470,1,11,1
1536,119,28,0,16,0
1537,434,20,0,5,1
1538,4,302,0,23,1
1539,1788,349,1,35,0
1540,1974,384,1,30,0
1541,1535,154,1,3,0
1542,758,91,1,25,0
1543,1782,203,1,28,1
1544,607,51,1,42,1
1545,1506,234,1,43,0
1546,1238,467,0,7,0
1547,1583,315,0,6,1
1548,932,353,0,16,1
1549,345,57,1,32,0
1550,51,303,0,14,0
1551,1715,264,0,20,0
1552,1268,218,0,5,0
1553,40,440,1,27,1
1554,1910,331,1,21,1
1555,243,421,0,48,0
1556,789,166,0,34,0
1557,1333,86,0,44,0
1558,1816,479,1,24,1
1559,814,338,1,8,0
1560,1841,204,0,8,1
1561,554,301,0,47,1
1562,545,20,1,43,0
1563,1738,54,0,16,0
1564,1357,349,0,38,1
1565,1692,300,1,8,0
1566,1779,218,1,9,0
1567,1349,203,1,9,1
1568,1023,440,0,7,0
1569,963,332,1,31,0
1570,1441,109,1,20,1
1571,861,366,0,44,1
1572,1175,217,1,12,0
1573,1492,477,0,13,1
1574,1285,194,1,10,1
1575,1006,274,0,21,0
1576,1200,181,1,6,1
1577,1771,124,1,14,1
1578,1681,124,0,11,1
1579,148,465,0,36,1
1580,1679,490,1,13,0
1581,1463,376,1,25,1
1582,1058,122,0,37,0
1583,1823,428,0,46,0
1584,826,367,1,30,1
1585,1068,465,0,26,0
1586,594,120,1,28,0
1587,1078,337,1,30,1
1588,828,334,0,45,1
1589,1037,435,1,18,0
1590,745,256,1,13,0
1591,1425,49,1,36,0
1592,134,16,0,25,1
1593,1577,467,1,14,0
1594,1335,52,0,45,0
1595,1136,200,1,48,0
1596,918,290,1,39,0
1597,389,11,0,20,0
1598,1687,287,0,44,1
1599,1012,248,0,5,1
1600,742,381,0,38,1
1601,753,27,0,40,1
1602,298,8,0,15,0
1603,1271,137,0,22,1
1604,1527,345,1,31,0
1605,93,124,1,43,0
1606,1589,246,1,18,1
1607,564,224,1,46,0
1608,1061,279,0,3,0
1609,645,8,0,23,1
1610,1929,450,0,45,0
1611,944,265,0,34,0
1612,1804,445,0,47,0
1613,318,123,0,16,0
1614,28,453,0,15,1
1615,1738,368,0,48,1
1616,1681,280,0,4,1
1617,1646,99,1,11,0
1618,589,78,1,26,1
1619,547,428,1,37,0
1620,332,475,0,8,0
1621,1417,403,0,46,0
1622,126,263,0,44,1
1623,479,322,0,22,0
1624,841,148,0,27,1
1625,1481,126,0,41,0
1626,898,53,1,20,0
1627,1018,291,1,48,1
1628,970,125,0,37,1
1629,828,436,1,30,1
1630,312,199,0,4,1
1631,1700,57,0,43,1
1632,135,481,1,38,0
1633,1959,152,1,28,0
1634,1415,472,0,26,1
1635,11,256,1,14,0
1636,896,6,0,27,0
1637,546,341,1,29,0
1638,936,275,0,40,0
1639,236,285,0,27,0
1640,682,32,1,29,1
1641,1133,424,1,5,0
1642,1442,497,0,21,1
1643,986,320,1,24,0
1644,664,108,0,44,1
1645,423,212,0,4,1
1646,1427,123,1,34,0
1647,1731,109,0,28,0
1648,1183,432,0,44,1
1649,780,265,0,9,0
1650,1655,187,0,32,1
1651,1626,355,1,30,0
1652,839,77,0,38,1
1653,391,122,0,14,1
1654,1184,213,1,18,0
1655,183,431,1,42,0
1656,53,89,0,14,1
1657,583,62,1,33,0
1658,140,116,1,8,1
1659,1627,50,1,38,1
1660,607,100,0,48,0
1661,1618,66,0,34,0
1662,1779,499,1,29,0
1663,331,353,1,23,1
1664,144,125,0,1,1
1665,299,123,0,1,1
1666,428,471,0,9,1
1667,1137,28,0,3,0
1668,558,366,1,47,1
1669,1324,87,1,44,1
1670,1537,283,0,41,0
1671,866,257,1,8,0
1672,139,415,0,26,1
1673,554,418,0,6,0
1674,584,57,0,20,1
1675,1983,99,0,9,0
1676,489,436,1,15,1
1677,1335,171,1,21,1
1678,457,190,0,24,1
1679,19,477,0,29,0
1680,961,225,1,31,0
1681,532,51,1,29,1
1682,1564,87,1,7,0
1683,421,189,1,46,0
1684,487,382,0,48,0
1685,865,306,1,14,1
1686,368,356,1,20,0
1687,624,496,1,24,1
1688,443,382,1,48,1
1689,753,70,1,5,0
1690,1356,478,0,23,1
1691,524,485,1,1,0
1692,284,479,0,8,0
1693,373,99,1,13,0
1694,1131,165,1,8,0
1695,802,225,1,39,0
1696,1336,139,0,37,0
1697,1601,90,1,24,0
1698,1505,17,0,41,0
1699,1054,365,1,36,1
1700,1529,283,1,38,0
1701,1190,197,0,26,1
1702,1170,354,0,24,0
1703,829,491,0,6,1
1704,1426,241,1,22,1
1705,1437,249,0,39,1
1706,1310,64,1,25,0
1707,1,250,0,29,0
1708,1557,243,0,10,1
1709,730,189,0,42,0
1710,630,260,1,10,0
1711,1791,166,1,41,0
1712,207,93,1,4,0
1713,1837,226,1,3,1
1714,1456,399,1,22,0
1715,1451,293,1,38,0
1716,563,363,0,45,1
1717,969,91,0,30,1
1718,190,330,0,21,0
1719,404,494,1,32,0
1720,1630,463,1,48,1
1721,1431,232,0,26,1
1722,914,172,0,45,0
1723,1395,72,0,13,1
1724,228,59,0,18,0
1725,1900,370,1,3,0
1726,1060,387,0,9,1
1727,417,484,0,39,0
1728,1194,251,1,48,1
1729,1577,372,0,27,1
1730,1131,119,0,12,0
1731,1837,254,1,5,0
1732,498,448,0,20,1
1733,956,340,1,19,0
1734,107,356,1,13,0
1735,1126,161,1,34,1
1736,258,232,0,27,0
1737,1221,293,1,22,1
1738,875,498,1,20,0
1739,1949,171,1,15,1
1740,835,374,1,4,0
1741,1429,47,1,28,0
1742,1114,389,1,40,1
1743,1347,213,0,1,0
1744,1264,299,0,2,1
1745,569,206,1,16,0
1746,1821,83,1,4,1
1747,1298,21,1,38,1
1748,1811,191,1,28,1
1749,312,304,0,7,1
1750,581,361,1,35,1
1751,1261,240,0,43,1
1752,1268,452,0,8,0
1753,225,390,1,8,0
1754,872,497,1,10,0
1755,1774,115,0,39,1
1756,153,407,0,12,0
1757,1174,245,1,44,1
1758,834,94,0,20,1
1759,1997,138,1,30,0
1760,668,88,1,17,1
1761,1689,167,1,25,0
1762,758,446,1,44,1
1763,1592,34,0,19,1
1764,1325,430,1,4,0
1765,1671,491,1,33,1
1766,503,61,1,26,0
1767,1261,392,1,28,1
1768,1626,379,0,45,1
1769,1719,27,1,5,0
1770,96,53,1,36,0
1771,1402,471,1,23,0
1772,155,75,0,38,1
1773,1175,424,1,17,0
1774,4,493,1,42,0
1775,838,201,0,3,1
1776,1975,31,1,31,0
1777,376,186,1,12,1
1778,1124,323,0,25,1
1779,1669,304,1,44,1
1780,434,377,1,6,1
1781,1223,137,0,27,0
1782,1865,226,1,5,0
1783,1789,428,0,26,1
1784,722,430,1,8,0
1785,1781,44,0,47,1
1786,373,421,0,9,0
1787,496,93,1,6,0
1788,1685,21,0,3,0
1789,967,473,0,42,0
1790,1983,300,1,43,1
1791,944,122,1,22,0
1792,321,251,1,12,1
1793,1880,227,0,3,1
1794,377,408,1,9,0
1795,436,424,1,4,1
1796,1057,398,1,41,0
1797,750,455,1,31,1
1798,1651,132,0,21,1
1799,1461,47,1,13,0
1800,1596,466,0,24,0
1801,1703,5,1,48,1
1802,241,463,0,21,1
1803,41,337,0,28,0
1804,263,80,1,46,0
1805,1461,367,0,25,0
1806,1751,354,0,20,0
1807,1339,41,0,17,0
1808,770,170,1,14,0
1809,401,273,0,40,0
1810,1509,224,0,33,0
1811,1150,389,1,42,0
1812,1751,123,1,6,0
1813,476,342,0,8,0
1814,698,341,1,6,0
1815,134,92,1,25,1
1816,1186,196,0,5,0
1817,1710,157,0,37,0
1818,693,205,0,20,0
1819,511,300,1,2,0
1820,1622,328,0,26,1
1821,649,372,0,6,1
1822,718,296,1,23,1
1823,579,24,1,33,0
1824,1841,261,1,2,1
1825,1354,387,1,48,1
1826,1908,454,0,31,1
1827,710,290,0,13,1
1828,1952,345,1,29,0
1829,1125,409,0,44,1
1830,1139,312,1,9,0
1831,1529,298,0,28,0
1832,1708,108,1,2,1
1833,51,298,0,8,1
1834,831,121,1,19,0
1835,954,80,1,2,0
1836,742,223,1,27,1
1837,271,46,1,6,1
1838,387,259,0,28,0
1839,1628,248,0,28,1
1840,1349,106,0,46,1
1841,199,351,0,26,1
1842,1055,287,0,33,1
1843,1380,185,1,26,0
1844,992,11,0,35,0
1845,1694,258,0,29,1
1846,619,279,1,43,1
1847,53,163,0,38,1
1848,1257,128,0,19,0
1849,1947,414,1,37,0
1850,1029,355,0,15,0
1851,599,360,0,23,0
1852,366,432,0,35,0
1853,1578,66,1,24,1
1854,1701,66,1,41,0
1855,925,9,0,23,0
1856,991,419,0,34,0
1857,975,241,0,39,1
1858,1037,138,1,19,1
1859,1007,412,1,1,0
1860,484,378,0,7,0
1861,618,279,1,23,1
1862,99,360,0,17,1
1863,1856,347,1,25,0
1864,838,72,1,20,1
1865,936,177,1,35,0
1866,1806,263,1,15,1
1867,1627,143,1,29,0
1868,692,248,0,34,0
1869,666,413,1,27,1
1870,336,484,1,19,0
1871,842,329,0,26,1
1872,1597,414,1,36,1
1873,465,371,0,23,1
1874,456,469,1,45,1
1875,325,229,0,22,1
1876,1374,165,1,18,1
1877,47,470,0,41,1
1878,446,104,0,2,1
1879,773,434,0,43,0
1880,1791,145,1,23,0
1881,1637,247,0,22,0
1882,519,273,0,30,1
1883,380,166,1,26,1
1884,145,375,1,47,1
1885,804,111,1,37,0
1886,610,493,1,27,1
1887,500,64,1,7,0
1888,1768,178,0,18,1
1889,1381,70,0,41,1
1890,1713,269,1,42,1
1891,1456,53,1,19,0
1892,1071,151,1,17,1
1893,718,50,0,25,0
1894,1639,75,0,48,1
1895,464,230,0,14,0
1896,930,453,1,8,0
1897,1182,353,0,31,1
1898,382,79,0,29,0
1899,1787,361,0,26,1
1900,1785,138,0,5,1
1901,454,149,1,7,1
1902,1701,417,0,41,1
1903,613,139,1,16,1
1904,1405,1,0,44,0
1905,1024,379,0,25,0
1906,1944,420,0,14,1
1907,152,385,0,28,1
1908,923,256,1,8,1
1909,1355,336,1,36,0
1910,402,265,1,39,0
1911,938,101,1,28,0
1912,41,148,1,31,1
1913,1327,214,1,18,1
1914,574,112,0,24,1
1915,598,386,1,3,1
1916,175,155,1,23,0
1917,839,154,0,28,0
1918,1336,27,1,32,0
1919,803,100,0,12,0
1920,477,461,1,41,1
1921,1329,75,1,14,0
1922,929,160,0,15,1
1923,250,6,0,22,0
1924,342,272,1,43,1
1925,1844,332,0,28,0
1926,843,183,0,12,1
1927,124,54,0,47,1
1928,923,273,0,31,0
1929,1080,49,1,48,0
1930,932,497,1,39,1
1931,912,326,1,4,0
1932,1945,451,1,30,1
1933,766,215,1,19,1
1934,46,370,0,41,1
1935,1710,222,0,48,1
1936,1957,450,0,8,1
1937,741,252,1,38,1
1938,318,481,0,35,1
1939,1021,351,0,22,0
1940,1575,439,1,30,0
1941,1238,1,1,32,1
1942,138,384,1,41,1
1943,662,148,0,36,0
1944,1532,109,0,19,0
1945,809,187,1,35,0
1946,1727,335,1,43,0
1947,1176,257,1,14,1
1948,1927,129,1,11,1
1949,617,23,0,36,1
1950,579,136,1,11,0
1951,1269,162,0,10,0
1952,1993,19,1,38,0
1953,650,254,0,37,0
1954,704,470,1,47,0
1955,166,267,0,35,0
1956,1653,363,0,5,0
1957,1458,119,0,23,0
1958,355,66,0,38,1
1959,764,424,1,11,1
1960,846,79,0,45,1
1961,950,35,0,12,1
1962,1840,251,0,14,1
1963,1736,178,1,43,0
1964,1409,455,0,36,1
1965,228,99,0,41,0
1966,535,425,0,24,0
1967,1623,221,1,34,1
1968,1378,338,0,43,1
1969,813,79,0,20,0
1970,1367,276,1,37,0
1971,364,326,1,41,1
1972,626,440,1,25,0
1973,1068,155,1,43,1
1974,1157,295,0,8,0
1975,445,486,0,12,0
1976,1213,137,1,40,0
1977,1874,110,0,10,0
1978,1110,53,1,3,0
1979,1831,20,0,11,1
1980,1819,170,0,3,0
1981,1629,418,1,19,0
1982,1739,154,0,6,0
1983,693,366,1,27,0
1984,1026,381,1,14,1
1985,1487,397,1,43,1
1986,984,279,0,13,0
1987,1162,21,1,26,1
1988,401,383,0,42,1
1989,425,116,0,30,0
1990,633,224,0,47,1
1991,318,209,0,23,1
1992,994,426,1,7,1
1993,1427,276,0,31,1
1994,1385,144,0,32,1
1995,951,329,1,26,1
1996,653,325,1,36,1
1997,70,150,0,46,0
1998,772,43,1,25,1
1999,141,219,1,41,0
2000,1990,252,0,43,1
2001,724,470,0,23,1
2002,515,86,0,37,1
2003,719,59,0,44,1
2004,1653,137,0,40,1
2005,1312,96,1,39,1
2006,849,489,0,9,0
2007,1494,237,1,21,1
2008,1091,267,1,45,0
2009,1968,170,0,47,1
2010,1101,142,1,22,0
2011,1450,361,1,9,1
2012,21,320,0,4,1
2013,580,82,1,32,1
2014,741,399,1,36,1
2015,1399,430,1,15,0
2016,42,251,0,43,0
2017,47,281,0,5,0
2018,1979,449,1,17,0
2019,1249,297,0,24,0
2020,291,316,0,39,1
2021,831,170,0,3,0
2022,740,491,0,21,0
2023,202,436,0,20,0
2024,1607,478,0,28,1
2025,1721,231,1,2,1
2026,1517,311,0,31,1
2027,91,303,0,8,1
2028,72,192,0,10,0
2029,1569,5,0,44,0
2030,443,64,0,26,1
2031,971,357,1,8,0
2032,1042,43,1,46,1
2033,766,251,0,32,0
2034,455,347,1,4,0
2035,1499,53,0,14,0
2036,1121,157,1,34,1
2037,1763,338,0,33,1
2038,364,427,1,25,1
2039,857,448,0,6,0
2040,1199,77,1,32,1
2041,454,114,0,33,1
2042,575,66,0,9,1
2043,499,450,0,22,1
2044,570,472,0,4,1
2045,96,3,0,4,0
2046,1547,403,0,38,1
2047,1111,20,1,33,1
2048,95,174,1,45,1
2049,1452,18,0,19,1
2050,141,148,0,46,1
2051,1947,352,1,3,1
2052,260,303,1,48,1
2053,962,197,0,6,0
2054,8,51,0,46,0
2055,524,461,0,28,1
2056,1351,146,1,45,0
2057,1639,414,1,39,0
2058,711,235,0,34,0
2059,1356,392,1,37,1
2060,763,391,0,22,0
2061,60,201,1,3,0
2062,1147,457,0,4,1
2063,1590,150,1,26,1
2064,1395,110,0,4,1
2065,1187,162,0,1,0
2066,1788,83,1,7,1
2067,1583,168,0,22,1
2068,722,7,1,28,1
2069,117,210,1,48,0
2070,438,377,1,30,0
2071,206,60,0,22,1
2072,74,459,0,11,1
2073,442,186,0,19,1
2074,723,355,0,9,0
2075,1995,397,1,18,1
2076,414,280,0,3,0
2077,1166,235,0,32,0
2078,1652,484,0,16,1
2079,1878,485,0,9,1
2080,1673,471,0,48,1
2081,1564,482,1,7,0
2082,693,433,1,31,1
2083,1616,497,1,30,0
2084,165,157,0,6,0
2085,1297,334,0,44,0
2086,1386,375,0,16,1
2087,19,278,0,23,0
2088,424,343,0,8,1
2089,381,109,1,40,1
2090,1878,184,0,17,0
2091,1972,55,1,8,0
2092,1503,320,1,28,1
2093,680,331,0,36,1
2094,1953,203,1,21,0
2095,290,132,0,19,1
2096,1012,327,0,18,0
2097,564,269,1,31,0
2098,1870,279,0,20,0
2099,1707,162,1,15,0
2100,1816,351,1,21,0
2101,350,232,1,3,0
2102,1909,75,1,45,0
2103,1139,425,0,14,1
2104,1122,317,0,47,1
2105,1077,151,1,16,1
2106,768,146,1,3,0
2107,1971,48,1,25,0
2108,1985,220,0,6,1
2109,275,38,0,26,0
2110,474,367,0,2,1
2111,836,181,0,18,0
2112,1808,141,0,43,0
2113,1325,238,0,30,0
2114,1668,331,0,16,0
2115,1699,196,0,47,1
2116,1918,493,0,32,1
2117,1692,207,1,1,1
2118,1017,341,0,18,1
2119,1555,281,0,22,0
2120,370,76,1,6,1
2121,361,47,1,7,1
2122,662,385,1,5,1
2123,1579,237,0,14,0
2124,1048,295,0,31,0
2125,1287,469,1,46,1
2126,213,406,1,17,1
2127,820,116,1,6,0
2128,1664,486,1,23,0
2129,537,9,1,43,1
2130,635,164,0,17,0
2131,1534,496,1,18,1
2132,460,21,1,24,1
2133,1452,494,0,38,0
2134,1777,54,0,38,0
2135,613,71,0,20,0
2136,1232,407,0,1,0
2137,314,152,0,20,1
2138,611,152,0,37,1
2139,1286,146,0,41,1
2140,1516,208,1,37,1
